78	250	19500	18	
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"TiO2 WT%"	"Al2O3 WT%"	"FeO WT%"	"MnO WT%"	"MgO WT%"	"CaO WT%"	"Na2O WT%"	"K2O WT%"	"P2O5 WT%"	"O WT%"	"Total"	
0	-3.7063	24.0443	40	2	118	76.12792	0.631677	11.29901	0.9656485	3.301415E-02	1.600679E-02	0.1917195	2.725957	6.207149	-4.927652E-02	0	98.14883	
0	-3.7013	24.0443	41	2	119	74.43546	0.5042366	11.27431	0.5505304	-4.278516E-03	9.116315E-03	0.2764084	2.985225	6.140579	4.976506E-02	0	96.22134	
0	-3.6963	24.0443	42	2	120	75.36017	0.4832366	11.96087	0.4558514	7.212523E-02	1.392827E-03	0.220551	2.721201	5.882837	7.473809E-02	0	97.23297	
0	-3.6913	24.0443	43	2	121	74.60323	0.4817213	11.1537	0.6689342	0.1473543	-0.0430992	0.1780888	2.510888	6.127318	-2.447247E-02	0	95.80366	
0	-3.6863	24.0443	44	2	122	74.21051	0.330754	11.47885	0.7044203	3.304674E-02	-2.232348E-02	0.3043379	1.871582	6.543488	-2.457097E-02	0	95.4301	
0	-3.6813	24.0443	45	2	123	74.68369	0.3935685	11.28445	1.1073	6.815457E-03	6.577857E-02	0.3176321	2.068547	6.941072	2.450791E-02	0	96.89336	
0	-3.6763	24.0443	46	2	124	74.0192	0.3931763	11.14486	1.452048	-9.444705E-02	-8.042066E-02	0.5550416	2.358047	6.182355	7.394549E-02	0	96.0038	
0	-3.6713	24.0443	47	2	125	74.48766	0.5453567	11.56557	1.04863	-6.843362E-02	-4.289567E-02	0.3735921	2.788971	6.227383	-2.461203E-02	0	96.90121	
0	-3.6663	24.0443	48	2	126	74.21161	0.3934642	11.57603	1.380759	-3.089377E-02	-1.375915E-02	0.1493896	2.574744	6.345891	-2.470858E-02	0	96.56252	
0	-3.6613	24.0443	49	2	127	74.08556	0.3953562	11.81234	0.7162113	5.846012E-02	-0.021298	0.3321469	2.509917	6.426785	1.473035E-04	0	96.31562	
